atom_1,atom_2,pair,count,r2_avg,r2,min_distance,max_distance,r2_avg_ratio,r2_ratio
C5,C6,C-C,48,0.005,0.01,7.96,9.135,0.223,0.013
N3,O2,C-C,48,0.239,0.01,4.385,5.9399999999999995,0.212,0.035
O2,O2',C-U,59,0.108,0.01,5.52,11.55,0.002,0.037
N1,C4,C-U,59,0.071,0.01,5.12,9.21,0.009,0.089
C4,C5,C-U,59,0.053,0.01,5.22,8.04,0.0,0.107
N3,C1',C-C,48,0.492,0.01,6.76,7.91,0.057,0.053
P,O4',C-U,59,0.141,0.01,13.9,18.96,0.0,0.087
N9,C5,A-G,94,0.0,0.01,7.395,10.03,0.001,0.007
N3,C1',C-A,47,0.026,0.01,6.29,9.933333333333332,0.065,0.019
C4',O4',A-A,114,0.18,0.01,11.865,16.95,0.121,0.003
C4,C4,C-C,48,0.027,0.01,4.49,6.56,0.491,0.0
O2',O2',C-U,59,0.153,0.01,7.92,15.22,0.01,0.038
C1',C4,C-U,59,0.073,0.01,6.17,10.64,0.011,0.083
C4',O2,C-U,59,0.172,0.01,7.38,12.89,0.014,0.037
N1,C1',C-U,59,0.139,0.01,7.57,12.18,0.006,0.04
O4',C4',C-U,59,0.136,0.01,11.58,16.76,0.007,0.041
C4',O1P,C-U,59,0.225,0.01,15.77,20.3,0.017,0.056
O2',O2',A-A,114,0.084,0.01,9.32,15.39,0.0,0.0
C5,N3,C-C,48,0.021,0.01,5.49,7.0600000000000005,0.403,0.016
C6,C5',C-U,59,0.108,0.01,11.63,15.51,0.001,0.041
C4,O2P,C-C,48,0.0,0.01,9.79,11.225,0.144,0.04
C5,N1,C-U,59,0.098,0.01,7.1,10.08,0.0,0.036
O3',C4',A-A,114,0.155,0.009,12.64,18.285,0.062,0.061
O3',N1,C-U,59,0.216,0.009,9.39,14.37,0.031,0.031
C1',C4',C-U,59,0.14,0.009,10.2,15.7,0.008,0.043
C6,O5',C-U,59,0.223,0.009,11.11,15.0,0.005,0.074
C3',N1,C-U,59,0.205,0.009,8.64,13.48,0.026,0.035
P,O3',C-U,59,0.087,0.009,14.23,20.27,0.001,0.084
C2',O5',C-U,59,0.233,0.009,11.26,16.94,0.019,0.054
N1,C3',C-U,59,0.105,0.009,8.95,13.72,0.002,0.045
O1P,C1',C-U,59,0.139,0.009,13.68,19.18,0.0,0.081
C3',C2,A-C,47,0.094,0.009,8.34,10.503333333333332,0.0,0.0
C8,N7,A-A,114,0.131,0.009,5.6875,11.252500000000001,0.207,0.059
O5',C4,C-A,47,0.002,0.009,10.13,13.05,0.095,0.023
O1P,O2,C-U,59,0.134,0.009,10.94,16.9,0.0,0.072
O1P,N1,C-C,48,0.536,0.009,13.645,15.08,0.03,0.075
C1',O3',C-U,59,0.104,0.009,10.14,15.85,0.002,0.042
O2P,C6,C-U,59,0.153,0.009,11.605,15.87125,0.0,0.096
N1,O4',C-U,59,0.146,0.009,8.86,13.41,0.007,0.042
O2P,O1P,C-U,59,0.19,0.009,17.05,21.56625,0.001,0.144
C6,C6,C-C,48,0.218,0.009,8.690000000000001,9.58,0.091,0.0
N1,O3',C-C,48,0.787,0.009,10.8925,12.515,0.158,0.027
C2',C1',A-A,114,0.158,0.009,9.6075,14.065000000000001,0.054,0.063
N3,C3',A-A,114,0.191,0.009,8.285,12.21,0.052,0.004
O2',N1,A-C,47,0.008,0.009,6.98,12.183333333333332,0.075,0.035
O4',O3',C-U,59,0.097,0.009,11.34,16.92,0.002,0.041
O1P,O4',C-U,59,0.15,0.009,14.91,20.26,0.0,0.088
C4,C6,A-C,47,0.013,0.008,6.82,9.356666666666667,0.013,0.005
C1',O4',C-U,59,0.161,0.008,9.37,14.7,0.012,0.043
O5',N7,A-A,114,0.19,0.008,9.040000000000001,14.6525,0.296,0.005
O3',N3,A-A,114,0.176,0.008,8.7075,13.09,0.044,0.065
P,O2P,A-A,114,0.211,0.008,13.317499999999999,20.55666666666667,0.372,0.007
O2,C2',C-C,48,0.563,0.008,6.5825,8.775,0.013,0.014
C4,N9,C-A,47,0.036,0.008,5.83,9.853333333333333,0.073,0.023
C2,O3',C-U,59,0.078,0.008,7.87,13.4,0.0,0.046
N3,N3,C-U,59,0.062,0.008,2.91,6.52,0.0,0.109
C1',C1',C-U,59,0.156,0.008,8.0,13.45,0.011,0.043
C1',C2,A-C,47,0.004,0.008,7.62,9.316666666666665,0.0,0.001
O1P,C2',C-U,59,0.111,0.008,13.9,19.61,0.0,0.078
N3,C2',C-A,47,0.042,0.008,5.7,10.866666666666667,0.074,0.021
P,C3',C-U,59,0.1,0.008,13.84,19.32,0.001,0.092
C2,C2',C-U,59,0.101,0.008,6.365,11.25,0.001,0.044
C5,O3',C-C,48,0.568,0.008,11.465,12.315,0.033,0.038
C6,C4,C-U,59,0.074,0.008,5.72,8.98,0.005,0.096
O1P,O4,C-U,59,0.073,0.008,10.11,14.51,0.002,0.213
O2P,O2P,C-C,48,0.001,0.008,14.98,17.365,0.059,0.0
C5,N1,C-C,48,0.207,0.008,7.779999999999999,8.725,0.142,0.027
N4,C4',C-A,47,0.136,0.008,5.97,12.969999999999999,0.117,0.049
C5',C5,C-C,48,0.027,0.008,11.775,12.505,0.044,0.007
C6,C5,C-C,48,0.005,0.008,7.96,9.135,0.223,0.013
O4',C3',C-U,59,0.116,0.008,10.72,16.04,0.004,0.045
C5,C5,C-C,48,0.03,0.008,7.16,8.6,0.312,0.0
C5,C4,C-U,59,0.06,0.008,5.28,7.8,0.0,0.104
O4',C4,C-U,59,0.074,0.008,7.41,11.47,0.01,0.087
O5',C2',C-U,59,0.11,0.008,11.6,17.65,0.0,0.071
O2',N1,C-A,47,0.082,0.008,4.046666666666667,10.98,0.223,0.046
N3,O3',C-U,59,0.051,0.008,7.13,12.3,0.002,0.045
C3',N3,C-A,47,0.054,0.008,8.43,10.3,0.366,0.056
O2,N3,C-U,59,0.083,0.008,2.86,8.1,0.01,0.085
C1',C2,A-A,114,0.107,0.007,7.0275,9.594999999999999,0.01,0.001
N3,C4',C-U,59,0.082,0.007,7.91,12.05,0.0,0.049
C2',N3,C-A,47,0.248,0.007,7.16,9.36,0.485,0.102
N4,N1,C-U,59,0.014,0.007,5.24,7.72,0.02,0.026
N1,O2,C-U,59,0.127,0.007,4.89,9.73,0.003,0.045
C2',C4,C-U,59,0.087,0.007,6.38,11.13,0.018,0.066
O5',O2,C-U,59,0.127,0.007,8.56,14.87,0.001,0.071
C2,C5,C-U,59,0.083,0.007,5.2,9.68,0.01,0.084
O5',O4',C-U,59,0.141,0.007,12.58,18.39,0.002,0.08
N3,C1',C-U,59,0.087,0.007,5.765000000000001,9.82,0.0,0.044
O5',C1',C-U,59,0.133,0.007,11.31,17.25,0.001,0.075
O4',O2,C-U,59,0.147,0.007,6.68,12.08,0.008,0.045
C2,C4',C-U,59,0.113,0.007,8.41,13.21,0.002,0.048
C1',C3',C-U,59,0.122,0.007,9.38,14.99,0.005,0.047
O4',C5',C-U,59,0.129,0.007,12.71,17.85,0.006,0.046
P,O4,C-U,59,0.071,0.007,8.94,13.24,0.001,0.202
C5,O2P,C-C,48,0.001,0.007,11.105,12.5875,0.137,0.033
O2P,P,C-U,59,0.196,0.007,15.59,20.3675,0.001,0.151
C4',P,C-U,59,0.233,0.007,14.45,18.83,0.012,0.079
C5,C5,A-G,94,0.047,0.007,6.25,8.58,0.055,0.006
C6,N1,C-U,59,0.133,0.007,7.53,11.13,0.004,0.048
C4',N1,C-U,59,0.18,0.007,9.49,14.28,0.019,0.043
O3',C1',A-A,114,0.152,0.007,10.845,16.045,0.056,0.056
O2P,P,C-C,48,0.011,0.007,15.875,18.0925,0.026,0.001
O1P,C4',C-U,59,0.125,0.007,15.96,21.34,0.0,0.092
O5',P,C-C,48,0.263,0.007,15.89,17.9625,0.001,0.0
C6,C4,C-C,48,0.0,0.007,6.635,8.015,0.374,0.019
P,C2,C-C,48,0.507,0.007,11.165,12.7025,0.018,0.071
P,C2,C-U,59,0.133,0.007,10.32,15.47,0.0,0.095
C4,N1,A-C,47,0.068,0.007,7.245,8.59,0.33,0.036
C6,C2,C-U,59,0.129,0.007,6.2,9.93,0.002,0.046
C5,C2,C-C,48,0.282,0.007,6.555,7.65,0.19,0.026
C4,O2P,C-U,59,0.081,0.007,9.34,12.82625,0.019,0.216
C5',O2',C-C,48,0.694,0.007,12.599999999999998,15.115,0.2,0.041
C5,C1',C-C,48,0.592,0.007,9.0,9.870000000000001,0.004,0.035
O2',O2P,A-C,47,0.053,0.007,9.22,17.28,0.073,0.031
C5,C2,A-C,47,0.001,0.007,5.404999999999999,8.71,0.31,0.082
O2',C1',A-C,47,0.059,0.007,8.42,11.67,0.027,0.016
C8,O5',A-A,114,0.19,0.007,9.945,15.2325,0.272,0.006
C3',C2,C-U,59,0.196,0.007,7.28,12.19,0.024,0.039
C2',O2,C-U,59,0.179,0.006,5.14,11.18,0.016,0.046
O2,C8,C-A,47,0.102,0.006,5.766666666666667,10.39,0.243,0.045
P,C5',C-U,59,0.114,0.006,15.85,20.94,0.0,0.106
O3',C6,A-C,47,0.06,0.006,8.94,14.006666666666666,0.052,0.02
C4,N9,A-A,114,0.173,0.006,7.305,10.195,0.122,0.007
C5,C2',C-A,47,0.125,0.006,6.11,12.933333333333332,0.102,0.04
C6,O4',C-C,48,0.812,0.006,10.55,11.605,0.015,0.009
C1',C5',C-U,59,0.135,0.006,11.34,16.85,0.007,0.048
C2,N3,A-A,114,0.08,0.006,4.77,9.17,0.214,0.022
C1',C6,C-A,47,0.09,0.006,5.146666666666667,9.9,0.247,0.047
O5',C4',C-U,59,0.12,0.006,13.57,19.46,0.0,0.081
P,N1,C-U,59,0.134,0.006,11.67,16.62,0.0,0.104
P,O5',C-U,59,0.193,0.006,15.36,20.33,0.0,0.149
C2,O4',C-U,59,0.132,0.006,7.57,12.22,0.005,0.048
C4,C2,C-U,59,0.059,0.006,4.39,7.61,0.003,0.043
O2,N6,C-A,47,0.172,0.006,2.91,11.19,0.254,0.07
N1,O5',C-U,59,0.208,0.006,10.33,15.13,0.008,0.076
C5,N9,C-A,47,0.103,0.006,6.36,10.606666666666667,0.074,0.033
O5',O3',C-U,59,0.087,0.006,13.11,19.74,0.0,0.076
O1P,O3',C-U,59,0.084,0.006,15.49,21.66,0.002,0.089
C8,C6,A-G,94,0.004,0.006,6.234999999999999,10.77,0.009,0.005
O2',N3,C-U,59,0.1,0.006,6.05,11.72,0.012,0.08
C4,C5,C-C,48,0.029,0.006,5.824999999999999,7.51,0.413,0.0
O2P,O1P,C-C,48,0.014,0.006,17.189999999999998,19.4375,0.021,0.001
C4,C5',C-U,59,0.064,0.006,9.71,13.16,0.002,0.048
O2',O3',C-U,59,0.128,0.006,10.18,17.19,0.005,0.046
O3',C2,C-U,59,0.205,0.006,8.07,13.08,0.028,0.036
C3',C4',A-A,114,0.181,0.006,12.175,17.32,0.089,0.006
N3,O4',C-U,59,0.098,0.006,7.13,11.05,0.0,0.049
O2',C5,C-U,59,0.097,0.006,8.39,13.73,0.015,0.073
O1P,C2,C-C,48,0.488,0.006,12.36,13.955,0.028,0.061
C4,O5',C-U,59,0.193,0.006,9.17,12.66,0.0,0.09
O2,O2',C-A,47,0.015,0.006,6.69,10.166666666666666,0.029,0.011
C2',P,C-U,59,0.229,0.006,12.42,17.57,0.017,0.069
C2,N3,C-U,59,0.089,0.006,3.35,7.77,0.006,0.094
C1',O2,A-C,47,0.015,0.006,7.745,8.99,0.43,0.036
N3,C3',C-U,59,0.066,0.006,6.84,11.37,0.001,0.052
C6,N6,C-A,47,0.165,0.006,5.335,8.48,0.263,0.046
O2,C5,C-U,59,0.086,0.006,5.02,10.17,0.014,0.075
C4',C4,A-C,47,0.015,0.006,7.25,12.420000000000002,0.09,0.045
N1,C5',C-U,59,0.12,0.006,10.74,15.52,0.003,0.049
O4',C2,C-A,47,0.159,0.006,7.445,8.68,0.451,0.067
C2,C1',C-U,59,0.125,0.006,6.29,10.97,0.003,0.047
C2,C1',C-C,48,0.727,0.006,7.1325,8.735,0.001,0.019
C2,C3',C-U,59,0.096,0.006,7.62,12.52,0.001,0.052
N3,C4',C-C,48,0.473,0.006,8.879999999999999,9.9275,0.001,0.046
O4',O5',C-U,59,0.21,0.006,12.4,17.44,0.01,0.072
C4',C2,C-U,59,0.174,0.005,8.12,13.01,0.017,0.047
O2P,C2,C-A,47,0.098,0.005,5.88,12.576666666666666,0.048,0.006
C5,O2,C-C,48,0.729,0.005,6.655,7.744999999999999,0.029,0.029
P,O4',C-C,48,0.6,0.005,14.7,16.075,0.051,0.07
N3,O4',C-A,47,0.073,0.005,7.49,10.163333333333334,0.056,0.029
C4,N1,C-U,59,0.072,0.005,5.68,8.79,0.001,0.05
C5,O2P,C-U,59,0.083,0.005,10.75,14.00375,0.022,0.209
O5',C3',C-U,59,0.1,0.005,12.82,18.8,0.0,0.084
O2',O1P,C-U,59,0.202,0.005,13.99,20.16,0.019,0.051
O2,C4',C-U,59,0.126,0.005,7.59,13.3,0.005,0.05
N3,O2,C-U,59,0.059,0.005,3.27,7.4,0.002,0.045
C1',O1P,C-U,59,0.193,0.005,13.5,18.63,0.011,0.072
P,C3',C-C,48,0.502,0.005,15.04,16.572499999999998,0.094,0.083
C2,O3',C-A,47,0.064,0.005,8.13,11.776666666666666,0.01,0.002
C5,C4',C-C,48,0.432,0.005,11.04,11.754999999999999,0.001,0.025
O1P,C3',C-U,59,0.1,0.005,15.12,20.69,0.001,0.096
O2,O3',C-U,59,0.092,0.005,7.53,13.41,0.001,0.051
N4,O5',C-U,59,0.159,0.005,8.46,11.47,0.003,0.09
C5,N4,C-C,48,0.12,0.005,5.095000000000001,7.1,0.425,0.01
N9,C2,A-C,47,0.025,0.005,7.24,8.65,0.376,0.037
O1P,C2,C-U,59,0.138,0.005,11.37,16.79,0.0,0.099
O2,C2',C-U,59,0.117,0.005,5.5,11.26,0.003,0.051
N1,C5,C-U,59,0.09,0.005,6.54,10.63,0.011,0.084
C2,C2',C-A,47,0.021,0.005,7.03,10.173333333333334,0.019,0.005
O2',C4',C-U,59,0.16,0.005,10.17,16.99,0.011,0.046
O1P,O5',C-C,48,0.284,0.005,17.16,19.26,0.004,0.0
C1',C4',A-A,114,0.18,0.005,11.07,15.835,0.104,0.008
P,C5',C-C,48,0.254,0.005,16.57,17.94,0.025,0.04
C2,C3',C-A,47,0.033,0.005,8.34,10.503333333333332,0.0,0.0
C5,C5,C-U,59,0.068,0.005,6.59,9.16,0.001,0.094
C1',O5',C-U,59,0.208,0.005,11.07,16.51,0.011,0.072
P,O5',C-C,48,0.263,0.005,15.89,17.9625,0.001,0.0
P,C1',C-C,48,0.638,0.005,13.530000000000001,15.105,0.072,0.083
C6,O5',A-A,114,0.243,0.005,7.99,12.334999999999999,0.315,0.011
O3',C2',A-A,114,0.143,0.005,10.795,16.545,0.028,0.004
O1P,C5',C-U,59,0.118,0.005,16.95,22.26,0.0,0.108
O2',C2',C-U,59,0.153,0.005,8.02,14.99,0.01,0.048
O5',C6,C-A,47,0.061,0.005,8.766666666666667,11.87,0.292,0.05
C5,C4,C-A,47,0.045,0.005,5.49,10.03,0.07,0.019
N4,C5',C-U,59,0.02,0.005,8.93,12.04,0.017,0.038
O1P,O4',C-C,48,0.604,0.004,15.805,17.325000000000003,0.058,0.063
O2',O4',C-U,59,0.175,0.004,9.31,15.97,0.016,0.047
N3,O2P,C-U,59,0.103,0.004,8.68,12.94875,0.003,0.19
C2,C5',C-U,59,0.112,0.004,9.38,14.37,0.002,0.055
O1P,O5',C-U,59,0.192,0.004,16.53,21.62,0.0,0.15
P,C2',C-C,48,0.607,0.004,13.8,15.684999999999999,0.115,0.094
O2,C3',C-U,59,0.11,0.004,6.75,12.59,0.003,0.055
C4',C4,C-U,59,0.091,0.004,8.26,12.3,0.017,0.068
C2,C3',C-C,48,0.571,0.004,8.764999999999999,10.16,0.03,0.021
N3,N3,A-G,94,0.001,0.004,5.24,7.275,0.0,0.003
N3,C5',C-U,59,0.087,0.004,9.02,13.16,0.0,0.059
C5',C6,C-U,59,0.177,0.004,11.34,15.06,0.023,0.041
N1,C2',C-C,48,0.788,0.004,8.6875,10.46,0.049,0.033
O4',O1P,C-U,59,0.186,0.004,14.81,19.5,0.008,0.08
C6,C5,C-U,59,0.088,0.004,7.12,10.36,0.007,0.087
O2,O4',C-U,59,0.141,0.004,6.82,12.35,0.009,0.05
O1P,C1',C-C,48,0.626,0.004,14.61,16.36,0.078,0.074
P,C4',C-C,48,0.538,0.004,15.68,17.05,0.072,0.072
O2',C3',C-U,59,0.144,0.004,9.49,16.36,0.008,0.05
N1,N3,A-G,94,0.012,0.004,3.77,6.8100000000000005,0.004,0.002
C6,O1P,C-U,59,0.188,0.004,13.38,17.0,0.002,0.098
N1,O1P,C-U,59,0.188,0.004,12.68,17.22,0.006,0.084
C6,N4,C-C,48,0.092,0.004,6.0649999999999995,7.68,0.392,0.036
O2',C5',C-U,59,0.153,0.004,11.48,18.22,0.011,0.049
O5',O2P,C-U,59,0.093,0.004,14.64,19.927500000000002,0.012,0.25
O2,N7,C-A,47,0.101,0.004,4.503333333333334,10.86,0.225,0.046
C6,C8,A-A,114,0.147,0.004,6.359999999999999,8.8775,0.196,0.003
O5',C5',C-U,59,0.113,0.004,14.59,20.47,0.0,0.092
C1',C5,C-U,59,0.096,0.004,7.56,12.06,0.014,0.078
C2,O5',C-U,59,0.193,0.004,8.93,14.06,0.006,0.08
O2P,N1,C-A,47,0.083,0.004,6.38,11.256666666666666,0.026,0.001
O4',C5,C-U,59,0.094,0.004,8.82,12.88,0.012,0.081
C6,C4',C-C,48,0.872,0.004,11.535,12.535,0.05,0.013
C1',O2,C-U,59,0.147,0.004,5.27,10.94,0.009,0.052
O2',N3,C-A,47,0.121,0.004,6.359999999999999,10.23,0.318,0.068
N3,C2,C-C,48,0.139,0.004,4.4,6.16,0.326,0.02
O5',C4,C-U,59,0.086,0.004,8.71,13.88,0.0,0.162
O1P,N1,C-U,59,0.139,0.004,12.73,17.93,0.0,0.106
C6,C5,C-A,47,0.01,0.004,7.31,8.77,0.155,0.01
O2',C1',C-U,59,0.169,0.003,7.95,14.7,0.015,0.05
O2,C1',C-U,59,0.136,0.003,5.47,11.05,0.007,0.052
O2,O5',C-U,59,0.186,0.003,8.37,14.34,0.009,0.075
N4,O4',C-A,47,0.122,0.003,5.52,12.063333333333333,0.128,0.053
C5,O4',C-C,48,0.392,0.003,9.9475,10.86,0.008,0.022
N3,O5',C-U,59,0.184,0.003,8.4,12.8,0.002,0.092
O5',C2,C-U,59,0.128,0.003,9.03,14.87,0.001,0.095
O5',N4,C-C,48,0.0,0.003,9.01,10.370000000000001,0.199,0.0
O5',N3,C-A,47,0.0,0.003,8.9,12.04,0.022,0.009
O2',O2P,A-G,94,0.0,0.003,13.01,17.97,0.001,0.002
O2,O1P,C-U,59,0.178,0.003,10.8,16.55,0.012,0.066
N4,O1P,C-C,48,0.023,0.003,10.985,12.5925,0.147,0.003
N3,O4',C-C,48,0.56,0.003,7.87,9.04,0.033,0.038
O5',C5,C-C,48,0.255,0.003,11.059999999999999,12.215,0.051,0.012
O5',C5,C-U,59,0.092,0.003,10.13,15.25,0.0,0.156
O2,C5',C-U,59,0.123,0.003,8.68,14.54,0.005,0.054
C5',N4,A-C,47,0.021,0.003,7.47,12.673333333333332,0.092,0.043
C3',C6,C-U,59,0.188,0.003,9.4,13.84,0.032,0.041
O5',O5',C-U,59,0.183,0.003,14.18,19.94,0.001,0.131
C2,O2,C-U,59,0.105,0.003,3.665,8.47,0.001,0.056
O2P,C5,C-U,59,0.146,0.003,10.68,14.78125,0.0,0.116
O3',C3',A-A,114,0.149,0.003,11.95,17.735,0.043,0.041
C2,O2',C-C,48,0.713,0.003,7.7525,9.739999999999998,0.063,0.075
N1,N1,C-U,59,0.141,0.003,6.65,11.12,0.007,0.059
O3',C5,A-C,47,0.02,0.003,7.85,14.5,0.084,0.031
O4',N1,C-U,59,0.152,0.003,8.69,13.45,0.012,0.056
C2',N1,C-U,59,0.179,0.003,7.32,12.79,0.021,0.05
P,O2',C-C,48,0.69,0.003,14.065000000000001,16.52,0.173,0.097
C2,P,A-C,47,0.054,0.003,6.79,11.926666666666668,0.015,0.004
N7,N3,A-C,47,0.0,0.003,5.67,8.61,0.262,0.049
O1P,C5',C-C,48,0.3,0.003,17.8,19.205000000000002,0.033,0.037
O4',C4,A-A,114,0.197,0.003,8.57,12.435,0.152,0.013
C6,N1,C-C,48,0.652,0.003,8.295,9.295,0.027,0.01
C6,N3,C-C,48,0.141,0.003,6.085000000000001,7.445,0.315,0.0
C2,O1P,C-U,59,0.177,0.003,11.29,16.2,0.006,0.082
C4,O3',C-A,47,0.114,0.003,6.7,13.676666666666668,0.084,0.028
N1,C5',A-A,114,0.265,0.003,7.8950000000000005,11.61,0.207,0.017
N9,C5',A-A,114,0.196,0.003,10.61,15.445,0.168,0.013
O3',N7,A-G,94,0.013,0.003,11.045,14.21,0.012,0.003
C3',N1,C-A,47,0.101,0.003,6.44,9.56,0.284,0.057
C6,O2P,C-U,59,0.108,0.003,11.41,15.141250000000001,0.007,0.194
C3',C4,C-U,59,0.104,0.003,7.47,11.69,0.025,0.052
C5',N4,C-C,48,0.192,0.003,9.844999999999999,10.9775,0.203,0.029
O3',C6,C-U,59,0.197,0.003,10.2,14.77,0.037,0.036
O1P,O2P,C-U,59,0.088,0.003,16.88,22.03875,0.032,0.277
N3,C6,C-C,48,0.141,0.003,6.085000000000001,7.445,0.315,0.0
O2P,C4,C-U,59,0.143,0.003,9.36,13.49625,0.0,0.117
O2',O5',C-U,59,0.201,0.003,11.51,18.02,0.014,0.065
N7,P,A-A,114,0.194,0.002,9.4375,15.5975,0.309,0.046
C5,O5',A-A,114,0.223,0.002,8.98,13.3925,0.295,0.017
C5,C5',C-C,48,0.027,0.002,11.775,12.504999999999999,0.044,0.007
O5',N1,C-U,59,0.129,0.002,10.4,16.08,0.001,0.099
C2',C6,A-C,47,0.021,0.002,7.34,12.346666666666666,0.071,0.031
N1,N3,C-U,59,0.109,0.002,4.69,8.86,0.007,0.088
N9,N7,A-G,94,0.003,0.002,8.66,11.2,0.008,0.003
C2',C5,C-U,59,0.114,0.002,7.74,12.55,0.022,0.062
N1,C2,C-U,59,0.136,0.002,5.3,9.84,0.006,0.063
O1P,C2',C-C,48,0.597,0.002,14.899999999999999,16.985,0.123,0.083
C6,P,C-U,59,0.2,0.002,11.96,15.54,0.001,0.121
O3',C4,C-U,59,0.107,0.002,8.42,12.83,0.028,0.046
C5,C8,A-A,114,0.147,0.002,6.19,9.9975,0.198,0.009
P,O2P,C-U,59,0.091,0.002,15.62,20.7825,0.026,0.265
P,O3',C-C,48,0.612,0.002,15.84,17.645000000000003,0.173,0.089
C5,O1P,C-U,59,0.169,0.002,12.67,15.79,0.0,0.115
O5',N6,A-A,114,0.225,0.002,7.495,12.4775,0.348,0.05
C3',C5,A-C,47,0.021,0.002,7.6,13.24,0.082,0.034
N4,O2',C-A,47,0.121,0.002,3.27,14.229999999999999,0.137,0.052
N4,P,C-C,48,0.021,0.002,9.7,11.267500000000002,0.18,0.004
C6,O2',C-C,48,0.862,0.002,10.057500000000001,11.805,0.13,0.059
O4',C2,C-U,59,0.147,0.002,7.34,12.19,0.011,0.059
C1',P,C-U,59,0.199,0.002,12.2,17.17,0.008,0.095
O1P,C3',C-C,48,0.517,0.002,16.185,17.865,0.11,0.07
C2,O2P,C-U,59,0.12,0.002,9.51,14.2,0.0,0.169
O2',O5',A-C,47,0.046,0.002,10.97,15.58,0.011,0.008
C4',N3,A-C,47,0.023,0.002,7.7,11.093333333333334,0.051,0.028
N3,N1,C-C,48,0.24,0.002,5.65,7.015000000000001,0.246,0.024
N3,O2P,A-C,47,0.039,0.002,6.73,13.513333333333334,0.05,0.009
O2',P,C-U,59,0.199,0.002,12.78,18.71,0.013,0.075
C2,C4',A-A,114,0.226,0.002,7.99,11.66,0.097,0.014
O4',O2P,C-U,59,0.126,0.002,13.07,17.567500000000003,0.0,0.172
P,O1P,C-U,59,0.155,0.002,17.6,22.19,0.003,0.191
O1P,O2',C-C,48,0.669,0.002,15.085,17.785,0.172,0.089
C2,N7,C-A,47,0.112,0.002,5.706666666666667,9.79,0.246,0.042
P,N3,C-U,59,0.127,0.002,9.55,14.3,0.0,0.129
C2,O2,C-C,48,0.38,0.002,4.545,6.484999999999999,0.103,0.009
N3,O5',A-C,47,0.045,0.002,8.9,12.04,0.021,0.009
O5',C4,C-C,48,0.166,0.002,9.68,10.9775,0.077,0.009
C4,O2',C-A,47,0.116,0.002,4.43,13.453333333333333,0.124,0.049
C4,C3',C-A,47,0.107,0.002,6.58,12.396666666666668,0.084,0.029
O1P,C4',C-C,48,0.556,0.002,16.794999999999998,18.34,0.082,0.063
C6,C2,C-C,48,0.614,0.002,6.994999999999999,8.105,0.075,0.008
N7,C6,A-G,94,0.011,0.002,5.04,10.19,0.016,0.002
N1,O2P,A-C,47,0.039,0.002,6.38,11.256666666666666,0.026,0.001
C1',N3,C-U,59,0.111,0.002,5.46,10.22,0.012,0.084
N1,P,C-U,59,0.196,0.002,11.32,15.77,0.004,0.108
N1,O2P,C-U,59,0.123,0.002,10.87,15.26375,0.001,0.176
C6,C2,A-C,47,0.007,0.002,4.055,8.79,0.28,0.096
C1',N1,C-U,59,0.151,0.002,7.32,12.44,0.012,0.06
C2',C2,C-U,59,0.172,0.002,5.97,11.46,0.019,0.055
O4',P,C-U,59,0.198,0.002,13.49,18.04,0.005,0.103
O5',O2P,C-C,48,0.104,0.001,15.18,17.380000000000003,0.007,0.002
P,O2P,C-C,48,0.011,0.001,15.875,18.0925,0.026,0.001
O5',O3',C-C,48,0.692,0.001,14.615,16.805,0.158,0.069
P,O2,C-C,48,0.564,0.001,11.07,12.8075,0.054,0.054
P,C6,C-U,59,0.126,0.001,12.15,16.66,0.0,0.139
O5',P,A-A,114,0.232,0.001,13.83,20.031666666666666,0.368,0.041
N3,C1',A-A,114,0.15,0.001,7.57,10.86,0.038,0.012
P,P,C-U,59,0.161,0.001,16.17,20.94875,0.004,0.204
N3,C6,C-U,59,0.095,0.001,5.35,9.12,0.002,0.09
C4',C5,C-U,59,0.115,0.001,9.68,13.71,0.021,0.062
C2',N3,C-U,59,0.128,0.001,5.52,10.62,0.019,0.068
N3,N1,C-U,59,0.093,0.001,4.9350000000000005,8.76,0.0,0.073
C3',C2,C-A,47,0.181,0.001,7.215,9.27,0.46,0.087
C5',C4,C-U,59,0.102,0.001,9.21,12.72,0.017,0.058
O2,P,C-U,59,0.181,0.001,9.51,15.12,0.008,0.088
N3,O1P,C-U,59,0.165,0.001,10.64,14.91,0.002,0.102
O2,O2P,C-U,59,0.129,0.001,9.23,14.67,0.001,0.144
C5,P,C-U,59,0.183,0.001,11.41,14.34,0.001,0.137
C5,N3,C-U,59,0.092,0.001,4.955,7.76,0.0,0.067
C5,C6,C-U,59,0.103,0.001,7.57,10.16,0.001,0.067
O2,C6,C-U,59,0.12,0.001,5.45,10.76,0.013,0.073
C6,C6,A-C,47,0.003,0.001,5.915,7.68,0.274,0.041
O1P,P,C-U,59,0.161,0.001,17.37,22.18875,0.005,0.208
C4,N3,C-U,59,0.057,0.001,3.5549999999999997,6.48,0.004,0.091
O1P,O2P,C-C,48,0.014,0.001,17.189999999999998,19.4375,0.021,0.001
O1P,O2,C-C,48,0.539,0.001,12.105,14.015,0.067,0.049
O1P,O1P,C-U,59,0.155,0.001,18.8,23.44,0.004,0.192
O1P,N3,C-U,59,0.131,0.001,10.66,15.61,0.0,0.134
O1P,C6,C-U,59,0.131,0.001,13.21,17.95,0.0,0.144
